Name,Vessel type,MMSI,IMO,Beneficial Owner,Registered Owner,Class,Builder,Operator,Technical Manager
10196158 (VVID) Unknown Yard China,MR2 TNKR,,,Champion Tankers AS,,,Unknown Yard China,Champion Tankers AS,Champion Tankers AS
10196159 (VVID) Unknown Yard China,MR2 TNKR,,,Champion Tankers AS,,,Unknown Yard China,Champion Tankers AS,Champion Tankers AS
10196160 (VVID) Unknown Yard China,MR2 TNKR,,,Champion Tankers AS,,,Unknown Yard China,Champion Tankers AS,Champion Tankers AS
10196176 (VVID) Jiangsu Zhenjiang,HEAVY LIFT (Semi Submersible),,,COSCO Shipping Bulk,,,Jiangsu Zhenjiang,COSCO Shipping Bulk,COSCO Shipping Bulk
10196177 (VVID) Jiangsu Zhenjiang,HEAVY LIFT (Semi Submersible),,,COSCO Shipping Bulk,,,Jiangsu Zhenjiang,COSCO Shipping Bulk,COSCO Shipping Bulk
10196664 (VVID) Fujian Mawei Shipbuilding,LR2 TNKR,,,Xiamen Financial Leasing,,,Fujian Mawei Shipbuilding,Xiamen Financial Leasing,Xiamen Financial Leasing
10196665 (VVID) Fujian Mawei Shipbuilding,LR2 TNKR,,,Xiamen Financial Leasing,,,Fujian Mawei Shipbuilding,Xiamen Financial Leasing,Xiamen Financial Leasing
10196666 (VVID) Fujian Mawei Shipbuilding,LR2 TNKR,,,Xiamen Financial Leasing,,,Fujian Mawei Shipbuilding,Xiamen Financial Leasing,Xiamen Financial Leasing
10196667 (VVID) Fujian Mawei Shipbuilding,LR2 TNKR,,,Xiamen Financial Leasing,,,Fujian Mawei Shipbuilding,Xiamen Financial Leasing,Xiamen Financial Leasing
10196779 (VVID) Nantong Rainbow Offshore,SMALL CHEMICAL TNKR,,,Essberger Tankers,,,Nantong Rainbow Offshore,Essberger Tankers,Essberger Tankers
10196780 (VVID) Nantong Rainbow Offshore,SMALL CHEMICAL TNKR,,,Essberger Tankers,,,Nantong Rainbow Offshore,Essberger Tankers,Essberger Tankers
10196781 (VVID) Nantong Rainbow Offshore,SMALL CHEMICAL TNKR,,,Essberger Tankers,,,Nantong Rainbow Offshore,Essberger Tankers,Essberger Tankers
10196782 (VVID) Nantong Rainbow Offshore,SMALL CHEMICAL TNKR,,,Essberger Tankers,,,Nantong Rainbow Offshore,Essberger Tankers,Essberger Tankers
10197026 (VVID) Qidong Jisheng,SMALL CHEMICAL PARCEL TNKR,,,Shanghai Ningshen Shipping,,,Qidong Jisheng Shipbuilding,Shanghai Ningshen Shipping,Shanghai Ningshen Shipping
10197029 (VVID) Jiangxi New Jiangzhou,SMALL CHEMICAL TNKR,,,OM Maritime,,BV,Jiangxi New Jiangzhou Shipbuilding Heavy Industry,OM Maritime,OM Maritime
10197030 (VVID) Jiangxi New Jiangzhou,SMALL CHEMICAL TNKR,,,OM Maritime,,BV,Jiangxi New Jiangzhou Shipbuilding Heavy Industry,OM Maritime,OM Maritime
1019761 (IMO) K Shipbuilding,MR2 TNKR,,1019761,Chemnav Shipmanagement,,,K Shipbuilding,Chemnav Shipmanagement,Chemnav Shipmanagement
1019773 (IMO) K Shipbuilding,MR2 TNKR,,1019773,Chemnav Shipmanagement,,,K Shipbuilding,Chemnav Shipmanagement,Chemnav Shipmanagement
10197859 (VVID) Zhoushan Changhong International,MR2 TNKR (Chemical / Product),,,Horizon Tankers,,,Zhoushan Changhong International,Horizon Tankers,Horizon Tankers
10197860 (VVID) Zhoushan Changhong International,MR2 TNKR (Chemical / Product),,,Horizon Tankers,,,Zhoushan Changhong International,Horizon Tankers,Horizon Tankers
10198405 (VVID) Jiangxi New Jiangzhou Shipbuilding Heavy Industry,25 STAINLESS STEEL,,,MAC Shipping,,,Jiangxi New Jiangzhou Shipbuilding Heavy Industry,MAC Shipping,MAC Shipping
10198942 (VVID) Hangtong,SMALL CLEAN TNKR (Bunkering),,,Hercules Tanker Management,,,Hangtong,Hercules Tanker Management,Hercules Tanker Management
10198943 (VVID) Hangtong,SMALL CLEAN TNKR (Bunkering),,,Hercules Tanker Management,,,Hangtong,Hercules Tanker Management,Hercules Tanker Management
10198944 (VVID) Hangtong,SMALL CLEAN TNKR (Bunkering),,,Hercules Tanker Management,,,Hangtong,Hercules Tanker Management,Hercules Tanker Management
10198946 (VVID) Hangtong,SMALL CLEAN TNKR (Bunkering),,,Hercules Tanker Management,,,Hangtong,Hercules Tanker Management,Hercules Tanker Management
10198951 (VVID) Cosco Guangdong,MR2 TNKR,,,Monte Nero Maritime,,,COSCO Guangdong,Monte Nero Maritime,Monte Nero Maritime
10198952 (VVID) Cosco Guangdong,MR2 TNKR,,,Monte Nero Maritime,,,COSCO Guangdong,Monte Nero Maritime,Monte Nero Maritime
10199261 (VVID) Hubei Hechuang Heavy Industry,25 STAINLESS STEEL,,,Zhoushan Yongsheng Shipping,,,Hubei Hechuang Heavy Industry,Zhoushan Yongsheng Shipping,Zhoushan Yongsheng Shipping
1020 (Hull) Korea Yanase Shipbuilding,SMALL CLEAN TNKR,,1090404,Via Marine Corporation,,,Korea Yanase Tongyeong Shipbuilding,Via Marine Corporation,Via Marine Corporation
1020 (Hull) PaxOcean Zhoushan,SMALL CLEAN TNKR,,9962196,Undisclosed,,,PaxOcean Zhoushan,Undisclosed,Undisclosed
10200716 (VVID) Estaleiro Rio Grande,SMALL CLEAN TNKR,,,Transpetro,,,Estaleiro Rio Grande,Transpetro,Transpetro
10200717 (VVID) Estaleiro Rio Grande,SMALL CLEAN TNKR,,,Transpetro,,,Estaleiro Rio Grande,Transpetro,Transpetro
10200718 (VVID) Mac Laren Shipyard,SMALL CLEAN TNKR,,,Transpetro,,,Mac Laren Shipyard,Transpetro,Transpetro
10200719 (VVID) Mac Laren Shipyard,SMALL CLEAN TNKR,,,Transpetro,,,Mac Laren Shipyard,Transpetro,Transpetro
10200850 (VVID) Wuhu Xinlian Shipbuilding,25 STAINLESS STEEL,,,Asia Pacific Shipping,,,Wuhu Xinlian Shipbuilding,Asia Pacific Shipping,Asia Pacific Shipping
10200851 (VVID) Wuhu Xinlian Shipbuilding,25 STAINLESS STEEL,,,Asia Pacific Shipping,,,Wuhu Xinlian Shipbuilding,Asia Pacific Shipping,Asia Pacific Shipping
10202061 (VVID) Jiangsu YangziMitsui,MR2 TNKR,,,Undisclosed,,,Jiangsu YangziMitsui,Undisclosed,Undisclosed
10202061 (VVID) Jiangsu YangziMitsui,MR2 TNKR,,,Undisclosed,,,Jiangsu YangziMitsui,Undisclosed,Undisclosed
10202169 (VVID) COSCO Shipping Heavy Industry Yangzhou,AFRAMAX TNKR,,,COSCO Shipping Energy Transportation Hainan,,,COSCO Shipping Heavy Industry Yangzhou,COSCO Shipping Energy Transportation Hainan,COSCO Shipping Energy Transportation Hainan
10202170 (VVID) COSCO Shipping Heavy Industry Yangzhou,AFRAMAX TNKR,,,COSCO Shipping Energy Transportation Hainan,,,COSCO Shipping Heavy Industry Yangzhou,COSCO Shipping Energy Transportation Hainan,COSCO Shipping Energy Transportation Hainan
10202173 (VVID) COSCO Shipping Heavy Industry Yangzhou,LR2 TNKR,,,COSCO Shipping Energy Transportation Hainan,,,COSCO Shipping Heavy Industry Yangzhou,COSCO Shipping Energy Transportation Hainan,COSCO Shipping Energy Transportation Hainan
10202174 (VVID) COSCO Shipping Heavy Industry Yangzhou,LR2 TNKR,,,COSCO Shipping Energy Transportation Hainan,,,COSCO Shipping Heavy Industry Yangzhou,COSCO Shipping Energy Transportation Hainan,COSCO Shipping Energy Transportation Hainan
10202179 (VVID) Dalian COSCO KHI,PANAMAX MT (Dirty),,,COSCO Shipping Energy Transportation,,,Dalian COSCO KHI,COSCO Shipping Energy Transportation,COSCO Shipping Energy Transportation
10202180 (VVID) Dalian COSCO KHI,PANAMAX MT (Dirty),,,COSCO Shipping Energy Transportation,,,Dalian COSCO KHI,COSCO Shipping Energy Transportation,COSCO Shipping Energy Transportation
1020409 (IMO) Samsung,SUEZMAX TNKR,,1020409,Teodor Shipping,,,Samsung,Teodor Shipping,Teodor Shipping
1020411 (IMO) Samsung,SUEZMAX TNKR,,1020411,Teodor Shipping,,,Samsung,Teodor Shipping,Teodor Shipping
1021 (Hull) PaxOcean Zhoushan,SMALL CLEAN TNKR,,9962201,Undisclosed,,,PaxOcean Zhoushan,Undisclosed,Undisclosed
1026776 (IMO) Murakami Hide,SMALL CHEMICAL TNKR,,1026776,Christiania Shipping AS,,,Murakami Hide,Christiania Shipping AS,Christiania Shipping AS
1026788 (IMO) Murakami Hide,SMALL CHEMICAL TNKR,,1026788,Christiania Shipping AS,,,Murakami Hide,Christiania Shipping AS,Christiania Shipping AS
1029273 (IMO) CSSC OME,MR2 TNKR (Chemical / Product),,1029273,Ecomar Shipholding,,,Guangzhou CSSC Longxue Shipbuilding,Ecomar Shipholding,Ecomar Shipholding
1029285 (IMO) CSSC OME,MR2 TNKR (Chemical / Product),,1029285,Ecomar Shipholding,,,Guangzhou CSSC Longxue Shipbuilding,Ecomar Shipholding,Ecomar Shipholding
1029297 (IMO) CSSC OME,MR2 TNKR (Chemical / Product),,1029297,Ecomar Shipholding,,,Guangzhou CSSC Longxue Shipbuilding,Ecomar Shipholding,Ecomar Shipholding
103 Dong Sung,SMALL CLEAN TNKR,440066260,9842267,Dongseong Oil,DONG SUNG OIL SHIPPING,KRS,Yuil,Dongseong Oil,Gaon Shipping
103 Hyodong Chemi,SMALL CHEMICAL TNKR,441022000,9267986,Hyodong Shipping,HYODONG SHIPPING CO LTD,KRS,Sasaki,Hyodong Shipping,Hyodong Shipping
1030155 (IMO) Jiangsu New Yangzijiang,LR1 TNKR,,1030155,Evalend Shipping,,,Jiangsu New Yangzijiang,Evalend Shipping,Evalend Shipping
1044522 (IMO) DH Shipbuilding,SUEZMAX TNKR,,1044522,CMB Tech,,DNV,DH Shipbuilding,CMB Tech,CMB Tech
1044534 (IMO) DH Shipbuilding,SUEZMAX TNKR,,1044534,CMB Tech,,DNV,DH Shipbuilding,CMB Tech,CMB Tech
1049780 (IMO) Taizhou Maple Leaf Shipbuilding,SMALL CLEAN TNKR (Bunkering),,1049780,Fratelli Cosulich,,,Taizhou Maple Leaf Shipbuilding,Fratelli Cosulich,Fratelli Cosulich
105 (Hull) Centromost,SMALL CLEAN TNKR (Inland),,9801005,Undisclosed,,,Centromost,Undisclosed,Undisclosed
1051537 (IMO) Jingjiang Nanyang,SMALL CLEAN TNKR (Inland),,1051537,Undisclosed,,,Jingjiang Nanyang,Undisclosed,Undisclosed
1051941 (IMO) Ferus Smit,SMALL CLEAN TNKR,,1051941,Erik Thun Group,,BV,Ferus Smit,Erik Thun Group,Erik Thun Group
1051953 (IMO) Ferus Smit,SMALL CLEAN TNKR,,1051953,Erik Thun Group,,BV,Ferus Smit,Erik Thun Group,Erik Thun Group
1053078 (IMO) Nantong Xiangyu,SUPERSEGREGATOR,,1053078,NYK Stolt Tankers SA,,,Nantong Xiangyu,NYK Stolt Tankers SA,NYK Stolt Tankers SA
1053080 (IMO) Nantong Xiangyu,SUPERSEGREGATOR,,1053080,NYK Stolt Tankers SA,,,Nantong Xiangyu,NYK Stolt Tankers SA,NYK Stolt Tankers SA
1053092 (IMO) Nantong Xiangyu,SUPERSEGREGATOR,,1053092,NYK Stolt Tankers SA,,,Nantong Xiangyu,NYK Stolt Tankers SA,NYK Stolt Tankers SA
1053107 (IMO) Nantong Xiangyu,SUPERSEGREGATOR,,1053107,NYK Stolt Tankers SA,,,Nantong Xiangyu,NYK Stolt Tankers SA,NYK Stolt Tankers SA
1053119 (IMO) Nantong Xiangyu,SUPERSEGREGATOR,,1053119,NYK Stolt Tankers SA,,,Nantong Xiangyu,NYK Stolt Tankers SA,NYK Stolt Tankers SA
1053121 (IMO) Nantong Xiangyu,SUPERSEGREGATOR,,1053121,NYK Stolt Tankers SA,,,Nantong Xiangyu,NYK Stolt Tankers SA,NYK Stolt Tankers SA
1054864 (IMO) China Merchant Jinling Shipyard,SMALL DIRTY TNKR (Asphalt),,1054864,CMB Tech,,,China Merchants Jinling Shipyard,CMB Tech,CMB Tech
1054876 (IMO) China Merchant Jinling Shipyard,SMALL DIRTY TNKR (Asphalt),,1054876,CMB Tech,,,China Merchants Jinling Shipyard,CMB Tech,CMB Tech
1055155 (IMO) Hyundai Samho,VLCC,,1055155,DHT Holdings Inc,,ABS,Hyundai Samho Heavy Ind,DHT Holdings Inc,DHT Holdings Inc
1055167 (IMO) Hyundai Samho,VLCC,,1055167,DHT Holdings Inc,,ABS,Hyundai Samho Heavy Ind,DHT Holdings Inc,DHT Holdings Inc
1055179 (IMO) Hanwha Ocean,VLCC,,1055179,DHT Holdings Inc,,ABS,Hanwha Ocean,DHT Holdings Inc,DHT Holdings Inc
1055181 (IMO) Hanwha Ocean,VLCC,,1055181,DHT Holdings Inc,,ABS,Hanwha Ocean,DHT Holdings Inc,DHT Holdings Inc
1057555 (IMO) Hyundai Samho,VLCC,,1057555,Ray Car Carriers,,,Hyundai Samho Heavy Ind,Ray Car Carriers,Ray Car Carriers
1057567 (IMO) Hyundai Samho,VLCC,,1057567,Ray Car Carriers,,,Hyundai Samho Heavy Ind,Ray Car Carriers,Ray Car Carriers
1057579 (IMO) Hyundai Samho,VLCC,,1057579,Ray Car Carriers,,,Hyundai Samho Heavy Ind,Ray Car Carriers,Ray Car Carriers
1057581 (IMO) Hyundai Samho,VLCC,,1057581,Ray Car Carriers,,,Hyundai Samho Heavy Ind,Ray Car Carriers,Ray Car Carriers
1061489 (IMO) Guangzhou,MR2 TNKR,,1061489,Leonhardt and Blumberg,,DNV,Guangzhou CSSC Longxue Shipbuilding,Leonhardt and Blumberg,Leonhardt and Blumberg
1061491 (IMO) Guangzhou,MR2 TNKR,,1061491,Leonhardt and Blumberg,,DNV,Guangzhou CSSC Longxue Shipbuilding,Leonhardt and Blumberg,Leonhardt and Blumberg
1062940 (IMO) DSIC,LR2 TNKR,,1062940,AET,,,Dalian Shipbuilding Industry Corp,AET,AET
1062952 (IMO) DSIC,LR2 TNKR,,1062952,AET,,,Dalian Shipbuilding Industry Corp,AET,AET
1064716 (IMO) Jiangsu New Yangzijiang,LR1 TNKR,,1064716,D'Amico International Shipping,,,Jiangsu New Yangzijiang,D'Amico International Shipping,D'Amico International Shipping
1064742 (IMO) Jiangsu New Yangzijiang,LR1 TNKR,,1064742,D'Amico International Shipping,,,Jiangsu New Yangzijiang,D'Amico International Shipping,D'Amico International Shipping
1064948 (IMO) China Merchant Jinling Shipyard,25 STAINLESS STEEL,,1064948,SC Shipping Co,,ABS,China Merchants Jinling Shipyard,SC Shipping Co,SC Shipping Co
1064950 (IMO) China Merchant Jinling Shipyard,25 STAINLESS STEEL,,1064950,SC Shipping Co,,ABS,China Merchants Jinling Shipyard,SC Shipping Co,SC Shipping Co
1064962 (IMO) China Merchant Jinling Shipyard,25 STAINLESS STEEL,,1064962,SC Shipping Co,,ABS,China Merchants Jinling Shipyard,SC Shipping Co,SC Shipping Co
1064974 (IMO) China Merchant Jinling Shipyard,25 STAINLESS STEEL,,1064974,SC Shipping Co,,ABS,China Merchants Jinling Shipyard,SC Shipping Co,SC Shipping Co
1065368 (IMO) Huanghai,MR2 TNKR (Chemical / Product),,1065368,Tianjin Xinhai International Ship Management,,,Huanghai Shipbuilding,Tianjin Xinhai International Ship Management,Tianjin Xinhai International Ship Management
1065370 (IMO) Huanghai,MR2 TNKR (Chemical / Product),,1065370,Tianjin Xinhai International Ship Management,,,Huanghai Shipbuilding,Tianjin Xinhai International Ship Management,Tianjin Xinhai International Ship Management
1065708 (IMO) Jiangsu Yangzijiang,LR1 TNKR,,1065708,Performance Shipping Inc,,,Jiangsu New Yangzijiang,Performance Shipping Inc,Performance Shipping Inc
1067184 (IMO) Hyundai Vietnam,MR2 TNKR (Chemical / Product),,1067184,Pan Ocean,,,Hyundai Vietnam Shipbuilding,Pan Ocean,Pan Ocean
1067196 (IMO) Hyundai Vietnam,MR2 TNKR (Chemical / Product),,1067196,Pan Ocean,,,Hyundai Vietnam Shipbuilding,Pan Ocean,Pan Ocean
1068073 (IMO) Fujian Mawei Shipbuilding,LR2 TNKR,,1068073,Union Maritime,,,Fujian Mawei Shipbuilding,Union Maritime,Union Maritime
1068085 (IMO) Fujian Mawei Shipbuilding,LR2 TNKR,,1068085,Union Maritime,,,Fujian Mawei Shipbuilding,Union Maritime,Union Maritime
1068188 (IMO) Penglai Zhongbai Jinglu,MR2 TNKR,,1068188,Medcare Shipping,,,Penglai Zhongbai Jinglu,Medcare Shipping,Medcare Shipping
1068190 (IMO) Penglai Zhongbai Jinglu,MR2 TNKR,,1068190,Medcare Shipping,,,Penglai Zhongbai Jinglu,Medcare Shipping,Medcare Shipping
1068205 (IMO) Penglai Zhongbai Jinglu,MR2 TNKR,,1068205,Medcare Shipping,,,Penglai Zhongbai Jinglu,Medcare Shipping,Medcare Shipping
1069417 (IMO) CSSC Tianjin Shipbuilding,VLCC,,1069417,Capital Ship Management,,,CSSC Tianjin Shipbuilding,Capital Ship Management,Capital Ship Management
1069429 (IMO) CSSC Tianjin Shipbuilding,VLCC,,1069429,Capital Ship Management,,,CSSC Tianjin Shipbuilding,Capital Ship Management,Capital Ship Management
1069431 (IMO) CSSC Tianjin Shipbuilding,VLCC,,1069431,Capital Ship Management,,,CSSC Tianjin Shipbuilding,Capital Ship Management,Capital Ship Management
1069443 (IMO) CSSC Tianjin Shipbuilding,VLCC,,1069443,Capital Ship Management,,,CSSC Tianjin Shipbuilding,Capital Ship Management,Capital Ship Management
1069455 (IMO) CSSC Tianjin Shipbuilding,VLCC,,1069455,Capital Ship Management,,,CSSC Tianjin Shipbuilding,Capital Ship Management,Capital Ship Management
1069467 (IMO) CSSC Tianjin Shipbuilding,VLCC,,1069467,Capital Ship Management,,,CSSC Tianjin Shipbuilding,Capital Ship Management,Capital Ship Management
107 (Hull) Centromost,SMALL CLEAN TNKR (Inland),,9801029,Undisclosed,UNKNOWN,,Centromost,Undisclosed,Undisclosed
107 Hyodong Chemi,SMALL CLEAN TNKR (Chemical / Product),441826000,9262285,Dongbo Shipping,DONGBO SHIPPING CO LTD,KRS,Samho Tongyoung,Dongbo Shipping,Hyodong Shipping
1071367 (IMO) Hyundai Mipo,MR2 TNKR,,1071367,Onex DMCC,,,Hyundai Mipo,Onex DMCC,Onex DMCC
1071379 (IMO) Hyundai Mipo,MR2 TNKR,,1071379,Onex DMCC,,,Hyundai Mipo,Onex DMCC,Onex DMCC
1071549 (IMO) Hanwha Ocean,VLCC,,1071549,Chandris,,,Hanwha Ocean,Chandris,Chandris
1075777 (IMO) Hyundai Mipo,MR2 TNKR,,1075777,Brave Maritime Corporation,,,Hyundai Mipo,Brave Maritime Corporation,Brave Maritime Corporation
1075789 (IMO) Hyundai Mipo,MR2 TNKR,,1075789,Brave Maritime Corporation,,,Hyundai Mipo,Brave Maritime Corporation,Brave Maritime Corporation
1078339 (VVID) Xiamen Shipbuilding,LR2 TNKR,,1078339,Eastern Pacific Shipping,,,Xiamen Shipbuilding Ind,Eastern Pacific Shipping,Eastern Pacific Shipping
1078341 (VVID) Xiamen Shipbuilding,LR2 TNKR,,1078341,Eastern Pacific Shipping,,,Xiamen Shipbuilding Ind,Eastern Pacific Shipping,Eastern Pacific Shipping
1078353 (VVID) Xiamen Shipbuilding,LR2 TNKR,,1078353,Eastern Pacific Shipping,,,Xiamen Shipbuilding Ind,Eastern Pacific Shipping,Eastern Pacific Shipping
1078365 (VVID) Xiamen Shipbuilding,LR2 TNKR,,1078365,Eastern Pacific Shipping,,,Xiamen Shipbuilding Ind,Eastern Pacific Shipping,Eastern Pacific Shipping
1078389 (VVID) Nantong Xiangyu,SMALL CLEAN TNKR,,1078377,GEFO,,,Nantong Xiangyu,GEFO,GEFO
1078389 (VVID) Nantong Xiangyu,SMALL CLEAN TNKR,,1078389,GEFO,,,Nantong Xiangyu,GEFO,GEFO
1078884 (VVID) K Shipbuilding,MR2 TNKR,,1078884,Asia Pacific Shipping,,,K Shipbuilding,Asia Pacific Shipping,Asia Pacific Shipping
1078896 (VVID) K Shipbuilding,MR2 TNKR,,1078896,Asia Pacific Shipping,,,K Shipbuilding,Asia Pacific Shipping,Asia Pacific Shipping
1083061 (IMO) Guangzhou CSSC Shipbuilding Industry,MR1 TNKR,,1083061,Socatra,,,Guangzhou CSSC Shipbuilding Industry,Socatra,Socatra
1083073 (IMO) Guangzhou CSSC Shipbuilding Industry,MR1 TNKR,,1083073,Socatra,,,Guangzhou CSSC Shipbuilding Industry,Socatra,Socatra
1085617 (IMO) China Merchants Jinling Shipyard,SMALL CHEMICAL TNKR,,1085617,Nanjing Yangyang Chemical,,,China Merchants Jinling Shipyard,Nanjing Yangyang Chemical,Nanjing Yangyang Chemical
1088023 (IMO) China Merchant Jinling Shipyard,25 STAINLESS STEEL,,1088023,SC Shipping Co,,ABS,China Merchants Jinling Shipyard,SC Shipping Co,SC Shipping Co
1088035 (IMO) China Merchant Jinling Shipyard,25 STAINLESS STEEL,,1088035,SC Shipping Co,,ABS,China Merchants Jinling Shipyard,SC Shipping Co,SC Shipping Co
1088047 (IMO) China Merchant Jinling Shipyard,25 STAINLESS STEEL,,1088047,SC Shipping Co,,ABS,China Merchants Jinling Shipyard,SC Shipping Co,SC Shipping Co
1088059 (IMO) China Merchant Jinling Shipyard,25 STAINLESS STEEL,,1088059,SC Shipping Co,,ABS,China Merchants Jinling Shipyard,SC Shipping Co,SC Shipping Co
1088061 (IMO) China Merchant Jinling Shipyard,25 STAINLESS STEEL,,1088061,SC Shipping Co,,ABS,China Merchants Jinling Shipyard,SC Shipping Co,SC Shipping Co
1089302 (IMO) Nantong Rainbow Offshore,SMALL CHEMICAL TNKR,,1089302,Essberger Tankers,,,Nantong Rainbow Offshore,Essberger Tankers,Essberger Tankers
1089314 (IMO) Nantong Rainbow Offshore,SMALL CHEMICAL TNKR,,1089314,Essberger Tankers,,,Nantong Rainbow Offshore,Essberger Tankers,Essberger Tankers
1089558 (IMO) Huanghai Shipbuilding,MR2 TNKR,,1089558,GHC Shipping,,,Huanghai Shipbuilding,GHC Shipping,GHC Shipping
1089560 (IMO) Huanghai Shipbuilding,MR2 TNKR,,1089560,GHC Shipping,,,Huanghai Shipbuilding,GHC Shipping,GHC Shipping
1089572 (IMO) Huanghai Shipbuilding,MR2 TNKR,,1089572,GHC Shipping,,,Huanghai Shipbuilding,GHC Shipping,GHC Shipping
1089584 (IMO) Huanghai Shipbuilding,MR2 TNKR,,1089584,GHC Shipping,,,Huanghai Shipbuilding,GHC Shipping,GHC Shipping
1089596 (IMO) Huanghai Shipbuilding,MR2 TNKR,,1089596,GHC Shipping,,,Huanghai Shipbuilding,GHC Shipping,GHC Shipping
1089601 (IMO) Huanghai Shipbuilding,MR2 TNKR,,1089601,GHC Shipping,,,Huanghai Shipbuilding,GHC Shipping,GHC Shipping
1089613 (IMO) Huanghai Shipbuilding,MR2 TNKR,,1089613,GHC Shipping,,,Huanghai Shipbuilding,GHC Shipping,GHC Shipping
1089625 (IMO) Huanghai Shipbuilding,MR2 TNKR,,1089625,GHC Shipping,,,Huanghai Shipbuilding,GHC Shipping,GHC Shipping
1089637 (IMO) Huanghai Shipbuilding,MR2 TNKR,,1089637,GHC Shipping,,,Huanghai Shipbuilding,GHC Shipping,GHC Shipping
1089649 (IMO) Huanghai Shipbuilding,MR2 TNKR,,1089649,GHC Shipping,,,Huanghai Shipbuilding,GHC Shipping,GHC Shipping
109 Hyodong Chemi,SMALL CLEAN TNKR (Chemical / Product),440351000,9253997,Dongbo Shipping,DONG BO SHIPPING CO LTD,KRS,Samho Tongyoung,Dongbo Shipping,Hyodong Shipping
1090210 (IMO) Wuhu Xinlian Shipbuilding,MR2 TNKR (Chemical / Product),,1090210,Densay Shipping,,,Wuhu Xinlian Shipbuilding,Densay Shipping,Densay Shipping
1090222 (IMO) Wuhu Xinlian Shipbuilding,MR2 TNKR (Chemical / Product),,1090222,Densay Shipping,,,Wuhu Xinlian Shipbuilding,Densay Shipping,Densay Shipping
1090234 (IMO) Wuhu Xinlian Shipbuilding,MR2 TNKR (Chemical / Product),,1090234,Densay Shipping,,,Wuhu Xinlian Shipbuilding,Densay Shipping,Densay Shipping
1090246 (IMO) Wuhu Xinlian Shipbuilding,MR2 TNKR (Chemical / Product),,1090246,Densay Shipping,,,Wuhu Xinlian Shipbuilding,Densay Shipping,Densay Shipping
1093341 (IMO) COSCO Dalian,MR2 TNKR,,1093341,Taiping & Sinopec Financial Leasing,,,COSCO Dalian,Taiping & Sinopec Financial Leasing,Taiping & Sinopec Financial Leasing
1093353 (IMO) COSCO Dalian,MR2 TNKR,,1093353,Taiping & Sinopec Financial Leasing,,,COSCO Dalian,Taiping & Sinopec Financial Leasing,Taiping & Sinopec Financial Leasing
1093391 (IMO) Zhoushan Changhong International,MR2 TNKR (Chemical / Product),,1093391,Horizon Tankers,,,Zhoushan Changhong International,Horizon Tankers,Horizon Tankers
1098389 (IMO) Huanghai,MR2 TNKR,,1098389,Monte Nero Maritime,,,Huanghai Shipbuilding,Monte Nero Maritime,Monte Nero Maritime
1098391 (IMO) Huanghai,MR2 TNKR,,1098391,Monte Nero Maritime,,,Huanghai Shipbuilding,Monte Nero Maritime,Monte Nero Maritime
1098418 (IMO) Huanghai,MR2 TNKR,,1098418,Monte Nero Maritime,,,Huanghai Shipbuilding,Monte Nero Maritime,Monte Nero Maritime
1098418 (IMO) Huanghai,MR2 TNKR,,1098406,Monte Nero Maritime,,,Huanghai Shipbuilding,Monte Nero Maritime,Monte Nero Maritime
1098652 (IMO) Hangtong,SMALL CLEAN TNKR (Bunkering),,1098652,Hercules Tanker Management,,,Hangtong,Hercules Tanker Management,Hercules Tanker Management
1098664 (IMO) Hangtong,SMALL CLEAN TNKR (Bunkering),,1098664,Hercules Tanker Management,,,Hangtong,Hercules Tanker Management,Hercules Tanker Management
1098676 (IMO) Hangtong,SMALL CLEAN TNKR (Bunkering),,1098676,Hercules Tanker Management,,,Hangtong,Hercules Tanker Management,Hercules Tanker Management
1098688 (IMO) Hangtong,SMALL CLEAN TNKR (Bunkering),,1098688,Hercules Tanker Management,,,Hangtong,Hercules Tanker Management,Hercules Tanker Management
